salario_bruto,seniority,experiencia,nivel_estudios,estado_estudios,lenguajes,genero,es_dolarizado
1600000.0,Junior,2,,,Ninguno de los anteriores,Mujer Cis,True
4200000.0,Senior,10,,,"Java, Javascript, Python",Hombre Cis,True
5046000.0,Semi-Senior,4,,,TypeScript,Mujer Cis,True
2800000.0,Senior,9,Terciario,Completo,"CSS, HTML",Mujer Cis,True
2200000.0,Junior,0,Universitario,Completo,"Python, SQL",Hombre Cis,True
6000000.0,Senior,20,,,"Bash/Shell, HTML, Javascript, PHP, SQL",Hombre Cis,True
3500000.0,Semi-Senior,5,Maestría,En curso,"Javascript, Ruby",Hombre Cis,True
9000000.0,Semi-Senior,5,,,"HTML, Python, SQL",Mujer Cis,True
1200000.0,Junior,2,,,Ninguno de los anteriores,Mujer Cis,True
5000000.0,Senior,15,,,Apex,Mujer Cis,True
4500000.0,Senior,18,,,"Elixir, Java, Perl, R, SQL",Mujer Cis,True
5000000.0,Senior,7,Universitario,Completo,"CSS, HTML, Javascript, PHP, SQL",Hombre Cis,True
900000.0,Semi-Senior,3,Universitario,En curso,".NET, C#, Dart, HTML, Javascript, PHP, Python, SQL, TypeScript",Hombre Cis,True
2300000.0,Junior,1,Universitario,En curso,".NET, Javascript, PHP",Hombre Cis,True
2900000.0,Junior,2,,,"Javascript, Python",Hombre Cis,True
7000000.0,Senior,15,,,Ninguno de los anteriores,Hombre Cis,True
1650000.0,Senior,7,,,".NET, C#, CSS, HTML, Javascript, SQL, TypeScript",Hombre Cis,True
4290000.0,Semi-Senior,4,Universitario,En curso,"CSS, Go, HTML, Java, Javascript, Kotlin, Python, SQL, TypeScript",Hombre Cis,True
1200000.0,Junior,1,,,"CSS, HTML, Javascript, SQL, TypeScript",Hombre Cis,True
1700000.0,Semi-Senior,5,,,"CSS, HTML",Mujer Cis,True
2550000.0,Semi-Senior,5,,,"SQL, TypeScript",Hombre Cis,True
2000000.0,Semi-Senior,5,,,"C, CSS, Go, HTML, Javascript",Queer,True
4100000.0,Semi-Senior,3,,,"Bash/Shell, Python, SQL",Hombre Cis,True
20000000.0,Senior,15,,,".NET, HTML, Java, Javascript, Kotlin, Python, TypeScript",Hombre Cis,True
6106880.0,Semi-Senior,5,Universitario,Incompleto,"Javascript, TypeScript",Hombre Cis,True
5700000.0,Senior,8,,,"Bash/Shell, C++, CSS, Go, HTML, Javascript, Perl, PHP, SQL, Lua",Hombre Cis,True
330000.0,Senior,22,,,"Go, Javascript, Kotlin, PHP, Python, SQL",Hombre Cis,True
8500000.0,Senior,25,,,"Bash/Shell, CSS, HTML, Java, Javascript, Python, Scala, SQL, TypeScript",Hombre Cis,True
1820000.0,Junior,2,,,"SQL, TypeScript",Hombre Cis,True
6000000.0,Senior,9,Universitario,Completo,"Python, SQL",Hombre Cis,True
3000000.0,Senior,10,,,".NET, C#, HTML, Java, Javascript",Mujer Cis,True
4500000.0,Senior,15,,,"Python, SQL",Hombre Cis,True
2700000.0,Semi-Senior,3,,,"Python, TypeScript",Hombre Cis,True
7470000.0,Senior,22,Universitario,Completo,"Bash/Shell, CSS, Groovy, HTML, Javascript, Smalltalk, SQL",Hombre Cis,True
3500000.0,Senior,6,,,"Java, Javascript",Hombre Cis,True
3132530.0,Senior,20,,,"HTML, Java, Javascript, Gosu Lang",Hombre Cis,True
4250000.0,Senior,6,,,"Kotlin, Objective-C, Ruby, Swift",Hombre Cis,True
4905000.0,Semi-Senior,5,,,"Python, Rust, SQL",Hombre Cis,True
850000.0,Junior,0,Universitario,Completo,"Java, SQL, TypeScript",Hombre Cis,True
2330000.0,Junior,2,,,Ninguno de los anteriores,Mujer Cis,True
4800000.0,Semi-Senior,5,,,"Javascript, Python, SQL, TypeScript",Mujer Cis,True
3000000.0,Senior,20,,,".NET, C#, CSS, HTML, Javascript, SQL, VBA",Hombre Cis,True
7426680.0,Senior,9,,,"Java, Kotlin",Hombre Cis,True
372730.0,Senior,10,,,"Javascript, Python, SQL",Mujer Cis,True
4000000.0,Senior,40,Maestría,Incompleto,"Bash/Shell, C, C++, HTML, Javascript, PHP, Python, SQL, VBA, awk",Hombre Cis,True
7125000.0,Senior,14,,,Swift,Hombre Cis,True
15000000.0,Senior,25,,,".NET, Arduino, C++, C#, CSS, HTML, Java, Javascript, Kotlin, PHP, Python, SQL, Swift, TypeScript",Hombre Cis,True
5500000.0,Senior,12,Maestría,Completo,Bash/Shell,Hombre Cis,True
4170000.0,Semi-Senior,4,,,"HTML, Javascript, Python, SQL",Mujer Cis,True
4621925.0,Senior,14,Terciario,Completo,Ninguno de los anteriores,Hombre Cis,True
1813495.0,Junior,2,Universitario,Completo,Ninguno de los anteriores,Mujer Cis,True
600000.0,Senior,18,Universitario,Completo,"Go, Python, SQL",Hombre Cis,True
11237500.0,Senior,7,Universitario,Incompleto,Python,Hombre Cis,True
8000000.0,Senior,15,,,".NET, Bash/Shell, C++, C#, Java, PHP, Python, SQL",Hombre Cis,True
3500000.0,Senior,6,,,"Java, Javascript",Hombre Cis,True
6400000.0,Senior,8,,,"CSS, HTML, Javascript, TypeScript",Hombre Cis,True
11000000.0,Senior,20,Universitario,Completo,"Go, Java, Python, SQL",Hombre Cis,True
2000000.0,Semi-Senior,3,,,Ninguno de los anteriores,Mujer Cis,True
6000000.0,Senior,11,,,"CSS, Javascript, Python, SQL, TypeScript",Hombre Cis,True
2830000.0,Semi-Senior,3,,,Python,Hombre Cis,True
6500000.0,Senior,25,,,Ninguno de los anteriores,Hombre Cis,True
3250000.0,Semi-Senior,4,,,"Python, R, SQL",Hombre Cis,True
6000000.0,Senior,24,Universitario,Completo,Ninguno de los anteriores,Hombre Cis,True
4950000.0,Semi-Senior,5,,,"CSS, HTML, Java, Javascript, SQL, TypeScript",Hombre Cis,True
2400000.0,Senior,10,,,Ninguno de los anteriores,Mujer Cis,True
7300000.0,Senior,18,,,Ninguno de los anteriores,Hombre Cis,True
1800000.0,Senior,10,Universitario,Completo,"CSS, HTML",Mujer Cis,True
5400000.0,Senior,15,,,".NET, C#, SQL",Hombre Cis,True
3600000.0,Senior,6,Universitario,Completo,"Javascript, TypeScript",Hombre Cis,True
3033000.0,Semi-Senior,3,Terciario,Completo,"Java, Kotlin",Mujer Cis,True
6300000.0,Senior,10,Universitario,Completo,no aplica,Mujer Cis,True
2800000.0,Semi-Senior,3,Universitario,En curso,"Bash/Shell, CSS, HTML, Javascript, Python, TypeScript",Hombre Cis,True
6000000.0,Senior,23,,,Ninguno de los anteriores,Hombre Cis,True
8850000.0,Senior,7,,,TypeScript,Hombre Cis,True
4541869.0,Senior,10,,,Ninguno de los anteriores,Hombre Cis,True
4500000.0,Semi-Senior,4,Universitario,Completo,"Bash/Shell, C++, PHP, SQL",Hombre Cis,True
5600000.0,Senior,26,Maestría,Incompleto,Ninguno de los anteriores,Hombre Cis,True
12500000.0,Senior,16,,,"Bash/Shell, Go, Python, Rust, SQL",Hombre Cis,True
7200000.0,Senior,8,,,"Python, SQL",Hombre Cis,True
4700000.0,Semi-Senior,5,Terciario,Completo,Python,Hombre Cis,True
4060000.0,Semi-Senior,4,,,"Javascript, TypeScript",Hombre Cis,True
1200000.0,Junior,2,,,"HTML, Javascript, TypeScript",Hombre Cis,True
600000.0,Senior,10,,,Ninguno de los anteriores,Hombre Cis,True
3000000.0,Senior,8,,,"Go, Java, SQL",Prefiero no decir,True
1850000.0,Semi-Senior,3,,,"HTML, SQL",Hombre Cis,True
5500000.0,Senior,20,,,"Bash/Shell, Javascript, TypeScript",Hombre Cis,True
7800000.0,Senior,8,,,"Kotlin, Python, SQL, Swift, TypeScript",Mujer Cis,True
15000000.0,Senior,13,,,"Bash/Shell, Javascript, Python, Ruby, TypeScript",Hombre Cis,True
5889280.0,Senior,16,,,".NET, C#, TypeScript",Hombre Cis,True
1200000.0,Junior,1,,,Bash/Shell,Hombre Cis,True
5000000.0,Senior,10,,,".NET, C#, TypeScript",Hombre Cis,True
15000000.0,Senior,21,,,"Bash/Shell, Python, Rust",Hombre Cis,True
3500000.0,Senior,6,,,".NET, C#, Go, Python, SQL, TypeScript",Hombre Cis,True
4130000.0,Senior,6,Terciario,Completo,"Python, SQL",Prefiero no decir,True
3600000.0,Senior,7,,,".NET, Java, SQL",Hombre Cis,True
3000000.0,Senior,21,,,Ninguno de los anteriores,Hombre Cis,True
400000.0,Senior,20,Universitario,Completo,"Bash/Shell, HTML, Javascript, Python",Hombre Cis,True
12500000.0,Senior,25,,,"CSS, HTML, Java, Javascript, Kotlin, TypeScript",Hombre Cis,True
4800000.0,Semi-Senior,4,,,"HTML, Javascript, TypeScript",Mujer Cis,True
7500000.0,Senior,10,,,SQL,Hombre Cis,True
5400000.0,Senior,9,,,Python,Hombre Cis,True
4500000.0,Semi-Senior,5,Universitario,Incompleto,Ninguno de los anteriores,Hombre Cis,True
6000000.0,Senior,8,,,"Bash/Shell, Python",Hombre Cis,True
8308201.0,Senior,20,Universitario,Incompleto,"HTML, Javascript, TypeScript",Hombre Cis,True
1500000.0,Semi-Senior,4,,,Python,Mujer Cis,True
2500000.0,Senior,15,,,"HTML, SQL",Mujer Cis,True
3962000.0,Senior,16,Universitario,Incompleto,TypeScript,Hombre Cis,True
3080000.0,Semi-Senior,5,Universitario,Completo,Ninguno de los anteriores,Mujer Cis,True
2700000.0,Semi-Senior,5,Universitario,Incompleto,SQL,Hombre Cis,True
900000.0,Senior,15,Universitario,Incompleto,Ninguno de los anteriores,Hombre Cis,True
8000000.0,Semi-Senior,4,,,Python,Hombre Cis,True
3000000.0,Semi-Senior,5,,,SQL,Mujer Cis,True
1900000.0,Senior,8,,,"CSS, HTML, Java, Javascript, Matlab, Python, R, Ruby, SQL, TypeScript",Hombre Cis,True
7200000.0,Senior,15,Universitario,Completo,"Bash/Shell, Python",Hombre Cis,True
800000.0,Semi-Senior,4,,,"CSS, Dart, HTML, Javascript",Hombre Cis,True
2000000.0,Senior,6,,,"Python, R, VBA, Dax y M",Hombre Cis,True
4400000.0,Senior,30,Posgrado/Especialización,En curso,"Ninguno de los anteriores, No utilizo dado que soy manager",Hombre Cis,True
6392815.0,Senior,15,,,"Java, Scala",Hombre Cis,True
8700000.0,Senior,6,,,"CSS, HTML, Javascript, Python, SQL, TypeScript",Hombre Cis,True
4200000.0,Senior,6,Maestría,En curso,"Python, SQL",Mujer Cis,True
5839876.43,Senior,6,,,"Javascript, Python",Hombre Cis,True
7865000.0,Senior,13,Terciario,Completo,"Javascript, TypeScript",Hombre Cis,True
1600000.0,Semi-Senior,3,,,"HTML, Javascript, PHP, SQL",Hombre Cis,True
3000000.0,Senior,15,Universitario,Incompleto,"Bash/Shell, CSS, HTML, Javascript, TypeScript",Prefiero no decir,True
4300000.0,Senior,10,,,"CSS, HTML, Javascript, Python, SQL, TypeScript",Hombre Cis,True
7709788.0,Senior,15,,,".NET, C#, Javascript, SQL, TypeScript",Hombre Cis,True
7650000.0,Senior,7,Universitario,Completo,"Bash/Shell, Go, Python, SQL",Hombre Cis,True
9400000.0,Senior,14,,,"Python, SQL, DAX",Hombre Cis,True
1700000.0,Senior,7,,,"Bash/Shell, CSS, HTML, Java, Javascript, PHP, Python, SQL, TypeScript",Hombre Cis,True
6400000.0,Senior,8,,,Ninguno de los anteriores,Hombre Cis,True
4500000.0,Senior,7,Universitario,Completo,"Go, Javascript, Python",Hombre Cis,True
3000000.0,Senior,6,Secundario,Incompleto,"Bash/Shell, CSS, HTML, Javascript, Python, SQL, TypeScript",Hombre Cis,True
3194286.48,Senior,7,,,Java,Hombre Cis,True
18000000.0,Senior,6,,,"Go, Python",Hombre Cis,True
3600000.0,Junior,2,,,"HTML, Javascript, SQL, TypeScript",Hombre Cis,True
6300000.0,Senior,14,Universitario,Completo,"Javascript, TypeScript",Hombre Cis,True
5800000.0,Senior,6,,,"Javascript, Python, TypeScript",Hombre Cis,True
2300000.0,Semi-Senior,4,,,Java,Mujer Cis,True
2923000.0,Senior,25,,,".NET, Bash/Shell, C#, CSS, HTML, PHP, Python, SQL",Hombre Cis,True
6380000.0,Semi-Senior,4,Universitario,En curso,"Go, PHP, Python, SQL",Hombre Cis,True
1380000.0,Junior,1,,,"Python, SQL",Mujer Cis,True
8000000.0,Senior,20,Posgrado/Especialización,Completo,"Go, Java",Hombre Cis,True
2909917.0,Semi-Senior,4,,,"Python, TypeScript",Hombre Cis,True
3000000.0,Senior,8,Universitario,Completo,"HTML, Javascript, SQL, TypeScript",Hombre Cis,True
1100000.0,Semi-Senior,4,Universitario,Completo,"CSS, HTML, Javascript, PHP",Mujer Cis,True
1090218.0,Senior,6,,,SQL,Mujer Cis,True
5720000.0,Senior,13,,,Ninguno de los anteriores,Mujer Cis,True
5900000.0,Senior,10,,,"PHP, SQL",Hombre Cis,True
1575000.0,Semi-Senior,4,Universitario,Completo,Ninguno de los anteriores,Mujer Cis,True
6000000.0,Senior,34,Posgrado/Especialización,Completo,HTML,Hombre Cis,True
4867500.0,Senior,6,,,"CSS, HTML, Javascript, TypeScript",Hombre Cis,True
2000000.0,Semi-Senior,5,,,"Javascript, TypeScript",Hombre Cis,True
4500000.0,Senior,30,,,".NET, HTML, Java",Hombre Cis,True
4000000.0,Senior,6,Universitario,Incompleto,"CSS, HTML, Javascript, PHP, Python, SQL, TypeScript",Hombre Cis,True
6840178.0,Senior,8,Maestría,En curso,Ninguno de los anteriores,Mujer Cis,True
4000000.0,Semi-Senior,4,,,"Javascript, Ruby",Hombre Cis,True
3000000.0,Senior,15,Universitario,Completo,"C++, C#, CSS, Python, R, Ruby, TypeScript",Hombre Cis,True
2909202.0,Semi-Senior,5,,,"CSS, HTML, Javascript, Python, TypeScript",Hombre Cis,True
1500000.0,Senior,16,,,Ninguno de los anteriores,Mujer Cis,True
9000000.0,Senior,10,,,"Bash/Shell, Python",Hombre Cis,True
4300000.0,Semi-Senior,5,Universitario,Completo,"SQL, TypeScript",Hombre Cis,True
2800000.0,Semi-Senior,3,,,"Go, HTML, TypeScript",Hombre Cis,True
2600000.0,Semi-Senior,4,,,C++,Mujer Cis,True
4711668.0,Semi-Senior,5,,,"Bash/Shell, CSS, Java, Javascript, Kotlin, Objective-C, Python, SQL, Swift, TypeScript",Hombre Cis,True
2772000.0,Semi-Senior,4,,,"Bash/Shell, Javascript, Python, SQL",Hombre Cis,True
2137541.0,Senior,25,,,"CSS, HTML, Java, Javascript, Python, SQL, TypeScript",Hombre Cis,True
3100000.0,Senior,15,,,"Python, SQL",Hombre Cis,True
1159183.0,Junior,1,Universitario,En curso,Ninguno de los anteriores,Hombre Cis,True
7000000.0,Senior,15,Universitario,Completo,"Python, SQL, TypeScript, Terraform",Hombre Cis,True
6450000.0,Senior,9,,,"Bash/Shell, CSS, HTML, Javascript, TypeScript",Hombre Cis,True
1450000.0,Semi-Senior,4,,,Ninguno de los anteriores,Mujer Cis,True
1946501.16,Semi-Senior,5,,,Python,Hombre Cis,True
3900000.0,Senior,18,,,"Bash/Shell, HTML, Java, Javascript",Hombre Cis,True
3740000.0,Senior,7,,,Salesforce,Mujer Cis,True
4620000.0,Senior,6,Posgrado/Especialización,Completo,"R, SQL",Mujer Cis,True
1650000.0,Senior,20,,,Ninguno de los anteriores,Hombre Cis,True
1676943.0,Senior,6,,,"Java, SQL",Hombre Cis,True
8376500.0,Senior,7,Posgrado/Especialización,En curso,"Python, R, SQL",Hombre Cis,True
4200000.0,Senior,8,,,SQL,Hombre Cis,True
5180000.0,Senior,30,,,"Bash/Shell, Python, SQL",Hombre Cis,True
3650000.0,Semi-Senior,5,,,"Bash/Shell, powershell",Hombre Cis,True
1200000.0,Semi-Senior,3,Universitario,En curso,"CSS, HTML, Java, Javascript, SQL, TypeScript",Hombre Cis,True
2200000.0,Semi-Senior,3,,,"Bash/Shell, C++, CSS, HTML, Java, Python, SQL",Hombre Cis,True
5000000.0,Senior,15,,,Ninguno de los anteriores,Mujer Cis,True
6500000.0,Senior,13,,,SQL,Mujer Cis,True
5500000.0,Senior,18,,,"CSS, HTML, Javascript, PHP, SQL",Hombre Cis,True
7000000.0,Semi-Senior,5,,,Python,Hombre Cis,True
3228000.0,Semi-Senior,3,Universitario,En curso,"C#, CSS, HTML, Java, Javascript, Python, SQL",Mujer Cis,True
2000000.0,Semi-Senior,5,,,"HTML, Java, SQL",Hombre Cis,True
4150000.0,Senior,10,Universitario,Completo,Ninguno de los anteriores,Mujer Cis,True
6300000.0,Senior,18,Universitario,Completo,"C, CSS, Go, HTML, Javascript, SQL",Hombre Cis,True
5600000.0,Senior,39,,,"Bash/Shell, CSS, HTML, Javascript, PHP, SQL, TypeScript",Hombre Cis,True
9300000.0,Senior,13,Universitario,Completo,".NET, Bash/Shell, C#, CSS, HTML, Javascript, SQL",Hombre Cis,True
1475000.0,Junior,2,,,"CSS, HTML, Javascript, Python, TypeScript",Hombre Cis,True
1184828.0,Semi-Senior,3,Terciario,Completo,"Javascript, Python, SQL",Hombre Cis,True
1659000.0,Semi-Senior,5,,,"C++, CSS, SQL, TypeScript",Mujer Cis,True
3000000.0,Senior,20,,,".NET, SQL",Hombre Cis,True
3200000.0,Senior,13,,,".NET, C#, Java, Javascript, Python, SQL, TypeScript",Hombre Cis,True
2700000.0,Semi-Senior,4,,,".NET, C, C++, Go, Java, Javascript, Python",Mujer Cis,True
10000000.0,Senior,19,,,Ninguno de los anteriores,Mujer Cis,True
7250000.0,Senior,23,,,"Bash/Shell, Python",Hombre Cis,True
6525000.0,Senior,10,Maestría,Incompleto,"Bash/Shell, Python, TypeScript",Hombre Cis,True
4806000.0,Senior,8,,,"Python, SQL",Mujer Cis,True
2415000.0,Senior,6,,,Ninguno de los anteriores,Hombre Cis,True
2800000.0,Semi-Senior,5,,,"CSS, HTML, Javascript, TypeScript",Hombre Cis,True
7200200.0,Semi-Senior,5,Universitario,Completo,"Javascript, SQL, TypeScript",Hombre Cis,True
11600000.0,Senior,20,,,".NET, C#, SQL",Hombre Cis,True
5500000.0,Senior,15,,,".NET, ABAP, C#, HTML, Javascript, PHP, SQL, TypeScript, VBA",Hombre Cis,True
5900000.0,Senior,35,,,"C++, C#, Java, Javascript, Kotlin, PHP, Python, SQL",Hombre Cis,True
4500000.0,Senior,20,,,Ninguno de los anteriores,Hombre Cis,True
1100000.0,Semi-Senior,3,,,Python,Hombre Cis,True
3625000.0,Senior,10,,,"Go, TypeScript",Hombre Cis,True
500000.0,Senior,15,Secundario,Completo,"Bash/Shell, Groovy, HTML, Java, Javascript, Python, SQL",Hombre Cis,True
2999000.0,Semi-Senior,5,Terciario,Incompleto,"Bash/Shell, Javascript, Python, TypeScript",Hombre Cis,True
1100000.0,Semi-Senior,5,,,Ninguno de los anteriores,Hombre Cis,True
6000000.0,Semi-Senior,5,,,"Go, Python",Hombre Cis,True
5300000.0,Senior,7,,,"Javascript, Python, SQL, TypeScript",Hombre Cis,True
4000000.0,Senior,6,,,Ninguno de los anteriores,Mujer Cis,True
9877018.0,Senior,9,Universitario,Completo,"Bash/Shell, Java, Kotlin",Hombre Cis,True
3700000.0,Senior,27,,,".NET, Bash/Shell, C#, HTML, Javascript, SQL",Mujer Cis,True
8960000.0,Senior,8,Universitario,Completo,"Bash/Shell, Javascript, Python, SQL",Hombre Cis,True
10000000.0,Senior,20,Maestría,Completo,"HTML, Javascript, Ruby",Hombre Cis,True
3205000.0,Semi-Senior,5,Terciario,Completo,"HTML, Javascript, Python, TypeScript",Mujer Cis,True
4000000.0,Senior,7,,,"Javascript, TypeScript",Hombre Cis,True
5300000.0,Semi-Senior,5,,,".NET, SQL, TypeScript",Hombre Cis,True
3000000.0,Semi-Senior,5,Secundario,Completo,"Groovy, Javascript, Kotlin, Python, SQL, TypeScript",Hombre Cis,True
4200000.0,Senior,31,,,".NET, C#, CSS, HTML, Javascript, Python, SQL",Hombre Cis,True
14000000.0,Senior,25,Maestría,Completo,Ninguno de los anteriores,Hombre Cis,True
4181268.8,Senior,30,Universitario,Completo,"CSS, HTML, Java, Javascript, TypeScript",Hombre Cis,True
7500000.0,Senior,10,,,"Javascript, Objective-C, SQL, Swift, TypeScript",Hombre Cis,True
5600000.0,Senior,15,Universitario,Incompleto,R,Hombre Cis,True
9000000.0,Senior,30,,,"C#, Go, TypeScript",Hombre Cis,True
3000000.0,Semi-Senior,4,Universitario,Incompleto,Java,Mujer Cis,True
1000000.0,Semi-Senior,3,Terciario,En curso,"CSS, HTML, Javascript, SQL",Mujer Cis,True
2175000.0,Semi-Senior,3,Terciario,Completo,Python,Mujer Cis,True
5760000.0,Senior,20,,,Ninguno de los anteriores,Hombre Cis,True
1700000.0,Senior,20,,,"CSS, Go, HTML, Javascript, Kotlin, PHP, TypeScript",Hombre Cis,True
3500000.0,Senior,25,,,"Javascript, Python, Ruby, TypeScript",Hombre Cis,True
10587920.0,Senior,12,,,Java,Hombre Cis,True
5500000.0,Senior,12,,,"Bash/Shell, Python, SQL",Hombre Cis,True
3300000.0,Senior,8,,,"Bash/Shell, SQL",Hombre Cis,True
3170000.0,Senior,8,,,"Java, SQL",Mujer Cis,True
2620000.0,Semi-Senior,5,Terciario,Completo,"Bash/Shell, SQL",Hombre Cis,True
4445000.0,Senior,7,Universitario,Incompleto,".NET, C#, TypeScript",Hombre Cis,True
1270000.0,Senior,33,Secundario,Completo,Ninguno de los anteriores,Hombre Cis,True
2520000.0,Semi-Senior,3,,,"Assembler, Bash/Shell, C, C++, Python, SQL",Hombre Cis,True
700000.0,Junior,2,,,"CSS, HTML, Javascript, SQL",Hombre Cis,True
3561718.32,Senior,12,,,Python,Prefiero no decir,True
1500000.0,Senior,16,,,".NET, C++, HTML, Swift",Mujer Cis,True
10122905.0,Senior,30,,,".NET, C#, Python, SQL",Hombre Cis,True
1800000.0,Semi-Senior,3,,,Ninguno de los anteriores,Hombre Cis,True
11000000.0,Senior,30,,,"HTML, Javascript, Python, TypeScript",Hombre Cis,True
13000000.0,Senior,20,,,Ninguno de los anteriores,Hombre Cis,True
5500000.0,Senior,12,,,"Javascript, TypeScript",Hombre Cis,True
4930000.0,Senior,6,Universitario,Incompleto,"Javascript, PHP, SQL, TypeScript",Hombre Cis,True
11000000.0,Senior,6,Maestría,En curso,"Python, SQL",Prefiero no decir,True
8000000.0,Senior,18,,,Ninguno de los anteriores,Hombre Cis,True
1600000.0,Senior,8,,,Python,Hombre Cis,True
4000000.0,Senior,21,,,"Bash/Shell, Javascript, Python, SQL",Hombre Cis,True
5750000.0,Semi-Senior,5,,,"HTML, Java, Javascript, Python, SQL, VBA",Hombre Cis,True
1700000.0,Semi-Senior,5,,,"Java, Python, SQL, TypeScript",Hombre Cis,True
1700000.0,Junior,0,,,Ninguno de los anteriores,Mujer Cis,True
8680000.0,Senior,17,,,"R, SQL, TypeScript",Hombre Cis,True
6300000.0,Semi-Senior,4,,,"Bash/Shell, Go, Java",Hombre Cis,True
1450000.0,Junior,0,,,"Python, SQL",Hombre Cis,True
11000000.0,Senior,25,,,"HTML, Javascript, Kotlin, TypeScript",Hombre Cis,True
6345000.0,Senior,20,,,"Javascript, PHP, TypeScript",Hombre Cis,True
1100000.0,Senior,6,Universitario,Incompleto,"CSS, HTML, Javascript, PHP, SQL",Mujer Cis,True
2200000.0,Semi-Senior,5,,,"CSS, HTML, Javascript, PHP, SQL, TypeScript",Hombre Cis,True
4900000.0,Senior,8,,,Ninguno de los anteriores,Hombre Cis,True
1900000.0,Junior,1,,,"C#, CSS, HTML, Javascript, Python, SQL, TypeScript",Hombre Cis,True
5108455.0,Senior,9,Universitario,En curso,"Bash/Shell, Javascript, Python",Hombre Cis,True
1450000.0,Semi-Senior,4,,,"HTML, Javascript, Python, SQL",Hombre Cis,True
3500000.0,Semi-Senior,4,,,"CSS, HTML, Javascript, TypeScript",Mujer Cis,True
3798072.0,Senior,24,,,Ninguno de los anteriores,Mujer Cis,True
1872000.0,Semi-Senior,4,Universitario,Completo,Ninguno de los anteriores,Mujer Cis,True
4800000.0,Senior,18,Universitario,Completo,"Javascript, Kotlin",Hombre Cis,True
3500000.0,Semi-Senior,5,Universitario,En curso,"CSS, HTML, Javascript, Python, TypeScript",Hombre Cis,True
3373000.0,Semi-Senior,5,,,"Javascript, Python",Hombre Cis,True
4357240.0,Senior,10,,,"HTML, Java, Javascript, SQL",Hombre Cis,True
2700000.0,Semi-Senior,5,,,"Python, SQL",Mujer Cis,True
2700000.0,Semi-Senior,4,,,"Java, Kotlin",Hombre Cis,True
2262866.0,Senior,8,,,"Python, R, SQL",Hombre Cis,True
8250000.0,Senior,20,Maestría,En curso,"Go, Javascript, TypeScript",Hombre Cis,True
1385663.21,Senior,12,,,".NET, C#, CSS, Dart, HTML, Javascript, Kotlin, Python, SQL",Hombre Cis,True
3600000.0,Semi-Senior,4,,,"CSS, HTML, Java, Javascript, Python, SQL",Hombre Cis,True
300000.0,Senior,25,Universitario,Incompleto,"CSS, HTML, Java, Javascript, PHP, Python, SQL",Mujer Cis,True
4500000.0,Semi-Senior,5,Secundario,Completo,"Bash/Shell, CSS, HTML, Javascript, PHP, Python, SQL, TypeScript",Hombre Cis,True
2504100.0,Senior,6,Universitario,En curso,"Java, Python, SQL",No binarie,True
2600000.0,Semi-Senior,4,Universitario,Incompleto,"Bash/Shell, CSS, Java, Javascript, Python, SQL",Hombre Cis,True
8000000.0,Senior,18,Universitario,Incompleto,"Bash/Shell, Javascript, Python, Powershell",Hombre Cis,True
1200000.0,Junior,0,,,"C++, COBOL, Python",Hombre Cis,True
3000000.0,Senior,6,,,Ninguno de los anteriores,Mujer Cis,True
6525000.0,Senior,10,,,Ninguno de los anteriores,Hombre Cis,True
11200000.0,Senior,25,,,"Javascript, Python",Hombre Cis,True
430000.0,Senior,9,,,Python,Hombre Cis,True
2500000.0,Junior,2,,,"Python, SQL",Hombre Cis,True
1750000.0,Junior,1,,,Python,Hombre Cis,True
6000000.0,Semi-Senior,5,,,"Python, SQL",Mujer Cis,True
7400000.0,Senior,7,Universitario,Incompleto,"Javascript, TypeScript",Hombre Cis,True
9000000.0,Senior,7,,,"Javascript, SQL, TypeScript",Prefiero no decir,True
9500000.0,Senior,11,,,"CSS, Go, HTML, Javascript, PHP, Python, SQL, TypeScript",Hombre Cis,True
6480000.0,Senior,10,,,"Java, Javascript, Python, SQL, TypeScript",Hombre Cis,True
5491000.0,Senior,20,Universitario,Incompleto,"Bash/Shell, Go, Python, SQL",Hombre Cis,True
2639000.0,Senior,7,,,Ninguno de los anteriores,Mujer Cis,True
4727810.0,Senior,15,Universitario,Completo,"Javascript, TypeScript, NodeJs",Hombre Cis,True
2520000.0,Junior,1,Universitario,En curso,"Python, SQL",Hombre Cis,True
4320000.0,Semi-Senior,5,,,"Groovy, Javascript, Python, SQL, TypeScript",Hombre Cis,True
1445783.13,Senior,29,,,"PHP, SQL",Hombre Cis,True
2500000.0,Semi-Senior,5,,,Ninguno de los anteriores,Hombre Cis,True
5000000.0,Semi-Senior,3,Universitario,En curso,"Java, Javascript, SQL",Hombre Cis,False
2700000.0,Senior,10,,,Python,Hombre Cis,False
1646548.0,Junior,0,,,Python,Mujer Cis,False
3600000.0,Senior,30,,,".NET, C#, Python",Hombre Cis,False
2095456.0,Semi-Senior,5,,,"Bash/Shell, Javascript, Python, Terraform, Ansible",Hombre Cis,False
2690000.0,Semi-Senior,4,,,".NET, C#",Hombre Cis,False
1400000.0,Senior,6,,,"Bash/Shell, Python",Hombre Cis,False
5600000.0,Senior,14,Universitario,Incompleto,"CSS, HTML, Javascript, PHP, SQL",Hombre Cis,False
620000.0,Senior,18,,,"C++, HTML, Javascript, PHP",Mujer Cis,False
5520000.0,Senior,13,Terciario,Completo,SQL,Mujer Cis,False
2700000.0,Senior,6,Terciario,Completo,"Javascript, PHP, SQL",Hombre Cis,False
